time/time_elapsed,time/fps,time/total_timesteps,time/episodes,eval/mean_ep_length,eval/mean_reward,train/critic_loss,train/ent_coef_loss,train/n_updates,train/ent_coef,train/learning_rate,train/actor_loss
49,147,7345,1004,,,41.02904510498047,-5.873795509338379,4344,0.6433377861976624,9.926462057894806e-05,-30.54227066040039
50,147,7381,1008,,,51.74956512451172,-5.909796714782715,4380,0.6410413384437561,9.926102912992925e-05,-29.985645294189453
,,7400,,9.0,-5.4210906,51.12580490112305,-5.939453601837158,4399,0.6398322582244873,9.925913369533473e-05,-29.286842346191406
50,146,7417,1012,,,52.65199279785156,-5.963744163513184,4416,0.6387535929679871,9.925743781085106e-05,-30.759239196777344
50,146,7445,1016,,,47.0960693359375,-6.024317264556885,4444,0.6369811296463013,9.925464465251162e-05,-30.303030014038086
51,146,7481,1020,,,41.92814636230469,-6.034608840942383,4480,0.6347079277038574,9.925105356442736e-05,-28.337373733520508
,,7500,,9.0,-6.994671899999998,44.97191619873047,-6.030971527099609,4499,0.633510410785675,9.924915832032081e-05,-31.07729148864746
51,145,7517,1024,,,44.92149353027344,-6.104432106018066,4516,0.6324406266212463,9.924746260627067e-05,-28.934572219848633
51,145,7553,1028,,,22.19670867919922,-6.15259313583374,4552,0.6301812529563904,9.924387177803683e-05,-29.168622970581055
52,145,7573,1032,,,43.58259582519531,-6.106290817260742,4572,0.6289315819740295,9.924187692960026e-05,-29.36899185180664
52,145,7593,1036,,,35.217071533203125,-6.1743927001953125,4592,0.6276853680610657,9.923988212126106e-05,-30.148658752441406
,,7600,,8.2,-7.7531212,48.42008972167969,-6.161006927490234,4599,0.6272493600845337,9.923918394781521e-05,-28.207504272460938
52,144,7621,1040,,,34.77156066894531,-6.213034629821777,4620,0.6259428858757019,9.923708945694829e-05,-28.4345645904541
52,144,7652,1044,,,38.087501525878906,-6.25416898727417,4651,0.6240183115005493,9.923399767027015e-05,-28.608501434326172
53,144,7688,1048,,,32.544708251953125,-6.278909683227539,4687,0.6217920780181885,9.923040732920514e-05,-28.577056884765625
,,7700,,9.0,-5.8305752,43.48469543457031,-6.260622978210449,4699,0.6210520267486572,9.922921057771716e-05,-28.668031692504883
53,143,7724,1052,,,30.492115020751953,-6.338803291320801,4723,0.6195750832557678,9.92268171180407e-05,-29.069936752319336
54,143,7760,1056,,,39.05254364013672,-6.428438186645508,4759,0.6173669099807739,9.922322703677207e-05,-28.125938415527344
54,143,7796,1060,,,48.9379768371582,-6.434690952301025,4795,0.6151628494262695,9.921963708539458e-05,-28.45522689819336
,,7800,,8.2,-5.7141514,28.161386489868164,-6.465997695922852,4799,0.6149187088012695,9.921923820992596e-05,-28.762588500976562
54,142,7832,1064,,,33.691749572753906,-6.470161437988281,4831,0.6129675507545471,9.92160472639035e-05,-27.823200225830078
55,142,7868,1068,,,31.84308624267578,-6.562159061431885,4867,0.6107829809188843,9.921245757229418e-05,-28.034271240234375
,,7900,,8.2,-6.106616600000001,41.333797454833984,-6.574073314666748,4899,0.6088442802429199,9.920926684434083e-05,-28.151302337646484
55,141,7904,1072,,,46.20879364013672,-6.525506973266602,4903,0.6086025834083557,9.920886801056188e-05,-28.082088470458984
56,141,7932,1076,,,32.06135559082031,-6.612391948699951,4931,0.6069140434265137,9.920607621900306e-05,-27.648517608642578
56,141,7968,1080,,,24.481616973876953,-6.686311721801758,4967,0.6047496199607849,9.920248688815167e-05,-27.341552734375
,,8000,,7.4,-5.838983000000001,33.282325744628906,-6.698467254638672,4999,0.6028340458869934,9.919929648086107e-05,-26.900691986083984
56,140,8004,1084,,,36.84123229980469,-6.732020854949951,5003,0.6025950908660889,9.919889768716425e-05,-27.26017189025879
57,140,8040,1088,,,43.6373291015625,-6.729397296905518,5039,0.6004472374916077,9.919530861603612e-05,-27.966209411621094
57,140,8076,1092,,,21.007673263549805,-6.819262504577637,5075,0.5983086228370667,9.919171967476258e-05,-26.075668334960938
,,8100,,8.2,-5.5502128,40.42780685424805,-6.862136363983154,5099,0.5968852043151855,9.918932711938598e-05,-27.04747772216797
57,139,8112,1096,,,44.5184211730957,-6.883006572723389,5111,0.5961745381355286,9.91881308633389e-05,-28.13233184814453
58,139,8148,1100,,,33.99748992919922,-6.895710468292236,5147,0.5940501093864441,9.918454218176043e-05,-27.76180648803711
58,139,8184,1104,,,42.29955291748047,-6.895915985107422,5183,0.5919333100318909,9.918095363002244e-05,-26.66883087158203
,,8200,,9.0,-6.302817899999999,48.92701721191406,-6.940251350402832,5199,0.590994119644165,9.917935875981486e-05,-26.18266487121582
59,138,8220,1108,,,35.00925064086914,-6.989462852478027,5219,0.5898226499557495,9.917736520812024e-05,-27.699535369873047
59,138,8256,1112,,,17.128559112548828,-7.035810947418213,5255,0.5877214670181274,9.917377691604915e-05,-27.179569244384766
59,138,8292,1116,,,26.64406967163086,-7.067446708679199,5291,0.5856272578239441,9.917018875380444e-05,-27.48462677001953
,,8300,,7.4,-5.421655499999999,21.216922760009766,-7.1013383865356445,5299,0.5851629972457886,9.9169391402047e-05,-27.27550506591797
60,138,8328,1120,,,21.72905158996582,-7.157474040985107,5327,0.5835399031639099,9.916660072138144e-05,-25.864940643310547
60,137,8364,1124,,,35.639076232910156,-7.218972682952881,5363,0.5814571380615234,9.916301281877543e-05,-26.278207778930664
,,8400,,9.0,-7.4054226,26.102630615234375,-7.192117691040039,5399,0.579383134841919,9.915942504598175e-05,-25.8737850189209
61,137,8400,1128,,,,,,,,
61,137,8436,1132,,,41.9996223449707,-7.325385093688965,5435,0.5773169994354248,9.915583740299566e-05,-27.002859115600586
61,136,8472,1136,,,30.202241897583008,-7.343067169189453,5471,0.575258731842041,9.915224988981249e-05,-26.252952575683594
,,8500,,8.2,-4.961655199999999,27.317747116088867,-7.352658748626709,5499,0.5736642479896545,9.914945969151841e-05,-25.65818214416504
62,136,8508,1140,,,20.134366989135742,-7.333700656890869,5507,0.5732095837593079,9.914866250642752e-05,-26.01902198791504
62,136,8536,1144,,,15.95156478881836,-7.427176475524902,5535,0.5716215372085571,9.914587240908437e-05,-25.773502349853516
62,136,8572,1148,,,30.78140640258789,-7.485042095184326,5571,0.5695857405662537,9.914228525644021e-05,-25.65724754333496
,,8600,,8.2,-6.6011437,34.425201416015625,-7.52631950378418,5599,0.5680071711540222,9.913949533855633e-05,-26.104755401611328
63,135,8608,1152,,,28.37989044189453,-7.550108432769775,5607,0.5675567984580994,9.913869823358121e-05,-25.908124923706055
63,135,8644,1156,,,31.583690643310547,-7.54354190826416,5643,0.5655348896980286,9.913511134050269e-05,-25.715984344482422
64,135,8680,1160,,,27.386734008789062,-7.609447002410889,5679,0.5635221004486084,9.913152457719994e-05,-26.04454803466797
,,8700,,9.0,-7.611353899999999,18.5380859375,-7.591122150421143,5699,0.5624059438705444,9.912953198699487e-05,-24.515079498291016
64,134,8716,1164,,,37.72046661376953,-7.680965900421143,5715,0.5615150332450867,9.912793794366829e-05,-25.563644409179688
65,134,8752,1168,,,23.470813751220703,-7.735499382019043,5751,0.5595133900642395,9.912435143990303e-05,-25.32474708557129
65,134,8788,1172,,,24.520671844482422,-7.720782279968262,5787,0.5575193762779236,9.912076506589945e-05,-24.662761688232422
,,8800,,9.0,-4.8114873000000005,18.598249435424805,-7.756509780883789,5799,0.5568569302558899,9.911956963673338e-05,-24.998634338378906
65,133,8824,1176,,,27.62359046936035,-7.784001350402832,5823,0.5555332899093628,9.911717882165289e-05,-24.18975067138672
66,133,8860,1180,,,24.171131134033203,-7.781770706176758,5859,0.5535541772842407,9.911359270715863e-05,-24.771690368652344
66,133,8896,1184,,,17.453624725341797,-7.873482704162598,5895,0.5515839457511902,9.911000672241198e-05,-24.592151641845703
,,8900,,9.0,-5.5620221,27.140745162963867,-7.894530296325684,5899,0.5513651371002197,9.910960828767127e-05,-24.43902587890625
66,133,8924,1188,,,24.767263412475586,-7.913350582122803,5923,0.5500552654266357,9.910721771286363e-05,-24.044189453125
67,133,8960,1192,,,22.73471450805664,-7.972528457641602,5959,0.5480965375900269,9.91036319587678e-05,-24.058712005615234
67,132,8996,1196,,,17.912368774414062,-8.034244537353516,5995,0.5461439490318298,9.910004633440656e-05,-23.575878143310547
,,9000,,7.4,-4.638437999999999,30.918773651123047,-8.046723365783691,5999,0.5459273457527161,9.909964793970785e-05,-24.23284149169922
68,132,9032,1200,,,19.221996307373047,-8.045696258544922,6031,0.544198215007782,9.909646083977518e-05,-23.587778091430664
68,132,9068,1204,,,17.30194854736328,-8.123483657836914,6067,0.542258620262146,9.9092875474869e-05,-24.247478485107422
,,9100,,7.4,-5.3523683,13.67753791809082,-8.169050216674805,6099,0.5405430793762207,9.908968859274257e-05,-24.69264793395996
68,132,9104,1208,,,28.856735229492188,-8.223410606384277,6103,0.5403290390968323,9.908929023968329e-05,-24.01015281677246
69,131,9140,1212,,,23.95711898803711,-8.180051803588867,6139,0.5384067893028259,9.908570513421339e-05,-24.012187957763672
69,131,9176,1216,,,26.01055908203125,-8.17762565612793,6175,0.5364906787872314,9.90821201584546e-05,-23.597143173217773
,,9200,,9.0,-6.7999725,23.528650283813477,-8.298736572265625,6199,0.5352156162261963,9.90797302466748e-05,-23.437679290771484
70,131,9212,1220,,,24.790176391601562,-8.371072769165039,6211,0.5345794558525085,9.907853531240221e-05,-23.28717803955078
70,131,9240,1224,,,22.05388069152832,-8.338020324707031,6239,0.5330989360809326,9.907574718847648e-05,-23.491382598876953
70,131,9276,1228,,,15.833030700683594,-8.384222984313965,6275,0.5312009453773499,9.907216257300167e-05,-23.971004486083984
70,131,9296,1232,,,21.610143661499023,-8.47586441040039,6295,0.530147910118103,9.907017117600077e-05,-23.759357452392578
,,9300,,9.0,-4.252527500000001,17.28133201599121,-8.43562126159668,6299,0.5299374461174011,9.906977290140397e-05,-23.45789909362793
71,130,9332,1236,,,15.260546684265137,-8.474020004272461,6331,0.5282579064369202,9.906658676226919e-05,-23.935279846191406
71,130,9368,1240,,,14.00465202331543,-8.535667419433594,6367,0.5263764262199402,9.906300247822369e-05,-22.799270629882812
,,9400,,9.0,-6.6998078,18.649412155151367,-8.5180025100708,6399,0.5247102379798889,9.90598165568295e-05,-23.49698257446289
72,130,9404,1244,,,12.917662620544434,-8.521979331970215,6403,0.5245020985603333,9.905941832385958e-05,-23.55642318725586
72,130,9440,1248,,,18.113994598388672,-8.590167999267578,6439,0.5226346850395203,9.905583429917215e-05,-22.7095947265625
72,129,9476,1252,,,26.97848892211914,-8.664909362792969,6475,0.520773708820343,9.905225040415673e-05,-23.737850189208984
,,9500,,8.2,-5.703252099999999,19.883995056152344,-8.658339500427246,6499,0.5195373296737671,9.904986121285081e-05,-23.636457443237305
73,129,9512,1256,,,22.320444107055664,-8.697954177856445,6511,0.5189207792282104,9.904866663880861e-05,-22.067344665527344
73,129,9548,1260,,,15.570701599121094,-8.735511779785156,6547,0.5170724987983704,9.904508300312313e-05,-23.007015228271484
74,129,9576,1264,,,19.222543716430664,-8.818029403686523,6575,0.5156417489051819,9.904229582056358e-05,-22.580093383789062
,,9600,,8.2,-6.1881428,20.104576110839844,-8.852779388427734,6599,0.5144184827804565,9.903990686936733e-05,-22.434980392456055
74,129,9604,1268,,,15.373809814453125,-8.777475357055664,6603,0.5142148733139038,9.903950871643688e-05,-22.35192108154297
74,128,9640,1272,,,14.494467735290527,-8.857421875,6639,0.5123838782310486,9.903592541209009e-05,-22.789302825927734
75,128,9676,1276,,,15.971059799194336,-8.913838386535645,6675,0.5105579495429993,9.903234223738925e-05,-22.03855323791504
,,9700,,7.4,-4.532742,15.194629669189453,-8.93411636352539,6699,0.5093458294868469,9.902995352627856e-05,-22.77813720703125
75,128,9712,1280,,,13.810312271118164,-8.992847442626953,6711,0.508741021156311,9.902875919232965e-05,-22.709739685058594
76,128,9748,1284,,,13.558633804321289,-9.020995140075684,6747,0.506929874420166,9.90251762769066e-05,-22.159221649169922
76,127,9776,1288,,,19.8554630279541,-9.047361373901367,6775,0.5055259466171265,9.902238965453318e-05,-21.29770851135254
,,9800,,9.0,-6.1766297,17.544952392578125,-9.047622680664062,6799,0.5043243169784546,9.902000118348392e-05,-21.437389373779297
76,127,9812,1292,,,21.571659088134766,-9.104096412658691,6811,0.5037258267402649,9.901880696956355e-05,-21.726985931396484
77,127,9840,1296,,,19.27999496459961,-9.116085052490234,6839,0.5023313164710999,9.90160205264259e-05,-21.8281307220459
77,127,9876,1300,,,19.990224838256836,-9.188197135925293,6875,0.5005438327789307,9.901243807189485e-05,-21.917251586914062
,,9900,,8.2,-6.3775365,19.91172981262207,-9.202898979187012,6899,0.4993552267551422,9.901004984088289e-05,-20.598960876464844
78,127,9912,1304,,,17.738086700439453,-9.27066421508789,6911,0.49876272678375244,9.9008855746979e-05,-21.47955322265625
78,126,9948,1308,,,19.71483612060547,-9.292654037475586,6947,0.49698925018310547,9.900527355167365e-05,-21.8609676361084
78,126,9976,1312,,,22.012283325195312,-9.272265434265137,6975,0.49561595916748047,9.900248748937374e-05,-22.32422637939453
,,10000,,8.2,-5.0817983,13.68300724029541,-9.289641380310059,6999,0.49443987011909485,9.900009949837496e-05,-22.068771362304688
